STATEFP00,COUNTYFP00,TRACTCE00,CTIDFP00,NAME00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,closest_station_id
17,031,210600,17031210600,2106,Census Tract 2106,G5020,S,654349,0,+41.9356175,-087.7124228,40060.0
17,031,311000,17031311000,3110,Census Tract 3110,G5020,S,465381,0,+41.8555156,-087.6821102,40740.0
17,031,311100,17031311100,3111,Census Tract 3111,G5020,S,160024,0,+41.8556963,-087.6869241,40740.0
17,031,311200,17031311200,3112,Census Tract 3112,G5020,S,153599,0,+41.8484272,-087.6866945,40740.0
17,031,260100,17031260100,2601,Census Tract 2601,G5020,S,324422,0,+41.8843593,-087.7233345,40030.0
17,031,260200,17031260200,2602,Census Tract 2602,G5020,S,328334,0,+41.8843251,-087.7282293,40030.0
17,031,260300,17031260300,2603,Census Tract 2603,G5020,S,329304,0,+41.8842758,-087.7331353,40030.0
17,031,260400,17031260400,2604,Census Tract 2604,G5020,S,328226,0,+41.8842145,-087.7380411,40480.0
17,031,260700,17031260700,2607,Census Tract 2607,G5020,S,329144,0,+41.8770564,-087.7279958,40920.0
17,031,440500,17031440500,4405,Census Tract 4405,G5020,S,335102,0,+41.7334326,-087.6269127,41430.0
17,031,440600,17031440600,4406,Census Tract 4406,G5020,S,668699,0,+41.7326952,-087.6191528,41430.0
17,031,640100,17031640100,6401,Census Tract 6401,G5020,S,325921,0,+41.7820943,-087.7399954,40930.0
17,031,320200,17031320200,3202,Census Tract 3202,G5020,S,503908,0,+41.8846453,-087.6328771,40380.0
17,031,320300,17031320300,3203,Census Tract 3203,G5020,S,124619,0,+41.8813131,-087.6330206,40040.0
17,031,320500,17031320500,3205,Census Tract 3205,G5020,S,1073992,0,+41.8744953,-087.6320080,41340.0
17,031,320600,17031320600,3206,Census Tract 3206,G5020,S,609103,0,+41.8706463,-087.6221615,41400.0
17,031,260800,17031260800,2608,Census Tract 2608,G5020,S,328946,0,+41.8770848,-087.7230964,40920.0
17,031,260900,17031260900,2609,Census Tract 2609,G5020,S,228196,0,+41.8710297,-087.7228141,40920.0
17,031,261000,17031261000,2610,Census Tract 2610,G5020,S,499036,0,+41.8713379,-087.7320094,40920.0
17,031,270200,17031270200,2702,Census Tract 2702,G5020,S,488627,0,+41.8855384,-087.7013372,41070.0
17,031,270300,17031270300,2703,Census Tract 2703,G5020,S,242626,0,+41.8854592,-087.7086952,41070.0
17,031,270400,17031270400,2704,Census Tract 2704,G5020,S,559252,14139,+41.8841643,-087.7131671,41670.0
17,031,812500,17031812500,8125,Census Tract 8125,G5020,S,963641,0,+41.8913783,-087.7806992,40610.0
17,031,812600,17031812600,8126,Census Tract 8126,G5020,S,629168,0,+41.8835489,-087.7796662,40610.0
17,031,220500,17031220500,2205,Census Tract 2205,G5020,S,334925,0,+41.9283965,-087.7049111,41020.0
17,031,220600,17031220600,2206,Census Tract 2206,G5020,S,653919,0,+41.9283172,-087.7122423,41020.0
17,031,330300,17031330300,3303,Census Tract 3303,G5020,S,153912,0,+41.8492497,-087.6281507,41690.0
17,031,330400,17031330400,3304,Census Tract 3304,G5020,S,322670,0,+41.8492866,-087.6246289,41690.0
17,031,340100,17031340100,3401,Census Tract 3401,G5020,S,334696,0,+41.8549644,-087.6341282,41000.0
17,031,340200,17031340200,3402,Census Tract 3402,G5020,S,808551,0,+41.8493671,-087.6354992,41000.0
17,031,270600,17031270600,2706,Census Tract 2706,G5020,S,82213,0,+41.8818556,-087.7085915,41070.0
17,031,270700,17031270700,2707,Census Tract 2707,G5020,S,82499,0,+41.8819104,-087.7036894,41070.0
17,031,270800,17031270800,2708,Census Tract 2708,G5020,S,82643,0,+41.8819611,-087.6987707,41360.0
17,031,271000,17031271000,2710,Census Tract 2710,G5020,S,224373,0,+41.8785493,-087.6938302,40220.0
17,031,271200,17031271200,2712,Census Tract 2712,G5020,S,329809,0,+41.8773597,-087.7035621,40250.0
17,031,271300,17031271300,2713,Census Tract 2713,G5020,S,327410,0,+41.8773040,-087.7084528,40250.0
17,031,271500,17031271500,2715,Census Tract 2715,G5020,S,162820,0,+41.8717861,-087.7131559,40250.0
17,031,271600,17031271600,2716,Census Tract 2716,G5020,S,162786,0,+41.8718453,-087.7082870,40250.0
17,031,812700,17031812700,8127,Census Tract 8127,G5020,S,638489,0,+41.8833959,-087.7894736,41350.0
17,031,812800,17031812800,8128,Census Tract 8128,G5020,S,688056,0,+41.8832420,-087.7995920,40020.0
17,031,812900,17031812900,8129,Census Tract 8129,G5020,S,1117797,0,+41.8763240,-087.7953109,40180.0
17,031,813100,17031813100,8131,Census Tract 8131,G5020,S,992937,0,+41.8690084,-087.7816177,40010.0
17,031,813200,17031813200,8132,Census Tract 8132,G5020,S,1116029,0,+41.8690623,-087.7969698,40180.0
17,031,340500,17031340500,3405,Census Tract 3405,G5020,S,435449,0,+41.8345181,-087.6329169,40190.0
17,031,340600,17031340600,3406,Census Tract 3406,G5020,S,472399,0,+41.8274177,-087.6325398,40190.0
17,031,350500,17031350500,3505,Census Tract 3505,G5020,S,200951,0,+41.8346440,-087.6281972,41120.0
17,031,350600,17031350600,3506,Census Tract 3506,G5020,S,327417,0,+41.8346807,-087.6242713,41120.0
17,031,350700,17031350700,3507,Census Tract 3507,G5020,S,223566,0,+41.8336634,-087.6195748,41120.0
17,031,271700,17031271700,2717,Census Tract 2717,G5020,S,205711,0,+41.8714400,-087.7033884,40250.0
17,031,271900,17031271900,2719,Census Tract 2719,G5020,S,297847,0,+41.8726336,-087.6936738,40220.0
17,031,280100,17031280100,2801,Census Tract 2801,G5020,S,592994,0,+41.8852939,-087.6428061,41160.0
17,031,280200,17031280200,2802,Census Tract 2802,G5020,S,625156,0,+41.8853610,-087.6521310,41510.0
17,031,280800,17031280800,2808,Census Tract 2808,G5020,S,237355,0,+41.8785968,-087.6889009,40220.0
17,031,280900,17031280900,2809,Census Tract 2809,G5020,S,115079,0,+41.8786309,-087.6851282,40220.0
17,031,281200,17031281200,2812,Census Tract 2812,G5020,S,112660,0,+41.8786519,-087.6826789,40220.0
17,031,490100,17031490100,4901,Census Tract 4901,G5020,S,332730,0,+41.7319301,-087.6311237,41430.0
17,031,490200,17031490200,4902,Census Tract 4902,G5020,S,656033,0,+41.7253070,-087.6286741,40450.0
17,031,490300,17031490300,4903,Census Tract 4903,G5020,S,632636,0,+41.7253816,-087.6191477,40450.0
17,031,813700,17031813700,8137,Census Tract 8137,G5020,S,1042346,0,+41.8549906,-087.7514306,40580.0
17,031,813800,17031813800,8138,Census Tract 8138,G5020,S,1426484,0,+41.8493725,-087.7477731,40420.0
17,031,801300,17031801300,8013,Census Tract 8013,G5020,S,1878130,0,+42.0740989,-087.6970174,41050.0
17,031,351400,17031351400,3514,Census Tract 3514,G5020,S,323709,0,+41.8274004,-087.6240890,41120.0
17,031,351500,17031351500,3515,Census Tract 3515,G5020,S,168880,0,+41.8272742,-087.6277462,40190.0
17,031,370200,17031370200,3702,Census Tract 3702,G5020,S,467022,0,+41.8127657,-087.6324804,41230.0
17,031,370300,17031370300,3703,Census Tract 3703,G5020,S,459950,0,+41.8054765,-087.6323151,41230.0
17,031,370400,17031370400,3704,Census Tract 3704,G5020,S,457586,0,+41.7981750,-087.6320869,41170.0
17,031,380300,17031380300,3803,Census Tract 3803,G5020,S,324102,0,+41.8202021,-087.6190703,40300.0
17,031,380400,17031380400,3804,Census Tract 3804,G5020,S,323342,0,+41.8201306,-087.6239331,40300.0
17,031,380500,17031380500,3805,Census Tract 3805,G5020,S,191451,0,+41.8200988,-087.6277942,40300.0
17,031,281300,17031281300,2813,Census Tract 2813,G5020,S,228303,0,+41.8787180,-087.6790190,40810.0
17,031,281500,17031281500,2815,Census Tract 2815,G5020,S,314181,0,+41.8797050,-087.6741508,40810.0
17,031,281600,17031281600,2816,Census Tract 2816,G5020,S,312036,0,+41.8797934,-087.6692629,40810.0
17,031,281700,17031281700,2817,Census Tract 2817,G5020,S,460466,0,+41.8789957,-087.6619267,40470.0
17,031,281800,17031281800,2818,Census Tract 2818,G5020,S,461703,0,+41.8791576,-087.6521772,40350.0
17,031,281900,17031281900,2819,Census Tract 2819,G5020,S,438420,0,+41.8792458,-087.6426209,40430.0
17,031,282000,17031282000,2820,Census Tract 2820,G5020,S,478171,0,+41.8742953,-087.6416914,40430.0
17,031,490600,17031490600,4906,Census Tract 4906,G5020,S,679065,0,+41.7179514,-087.6283324,40450.0
17,031,241600,17031241600,2416,Census Tract 2416,G5020,S,293931,0,+41.9067097,-087.6653277,40320.0
17,031,241700,17031241700,2417,Census Tract 2417,G5020,S,350227,0,+41.9073550,-087.6606642,40320.0
17,031,241800,17031241800,2418,Census Tract 2418,G5020,S,372947,0,+41.8982880,-087.6528018,41410.0
17,031,241900,17031241900,2419,Census Tract 2419,G5020,S,346429,0,+41.8998794,-087.6599125,41410.0
17,031,242000,17031242000,2420,Census Tract 2420,G5020,S,326756,0,+41.8997371,-087.6649537,40320.0
17,031,242100,17031242100,2421,Census Tract 2421,G5020,S,327979,0,+41.8996698,-087.6698375,40320.0
17,031,160800,17031160800,1608,Census Tract 1608,G5020,S,657623,0,+41.9502131,-087.7128146,41240.0
17,031,160900,17031160900,1609,Census Tract 1609,G5020,S,657737,0,+41.9500821,-087.7226082,41240.0
17,031,161000,17031161000,1610,Census Tract 1610,G5020,S,426504,0,+41.9499766,-087.7306829,40550.0
17,031,050600,17031050600,506,Census Tract 506,G5020,S,332459,0,+41.9505466,-087.6761813,41440.0
17,031,050700,17031050700,507,Census Tract 507,G5020,S,164328,0,+41.9450710,-087.6760595,41440.0
17,031,050800,17031050800,508,Census Tract 508,G5020,S,162818,0,+41.9450095,-087.6809279,41440.0
17,031,051200,17031051200,512,Census Tract 512,G5020,S,164664,0,+41.9414211,-087.6759518,41310.0
17,031,060200,17031060200,602,Census Tract 602,G5020,S,318279,0,+41.9579036,-087.6715175,41460.0
17,031,060300,17031060300,603,Census Tract 603,G5020,S,319702,0,+41.9506061,-087.6713317,41440.0
17,031,060500,17031060500,605,Census Tract 605,G5020,S,228281,0,+41.9527200,-087.6605008,40080.0
17,031,060600,17031060600,606,Census Tract 606,G5020,S,72238,0,+41.9527761,-087.6556600,40080.0
17,031,060700,17031060700,607,Census Tract 607,G5020,S,149851,0,+41.9528433,-087.6520753,40080.0
17,031,243400,17031243400,2434,Census Tract 2434,G5020,S,329184,0,+41.8925577,-087.6598479,41410.0
17,031,243500,17031243500,2435,Census Tract 2435,G5020,S,657216,0,+41.8926536,-087.6525172,40490.0
17,031,243600,17031243600,2436,Census Tract 2436,G5020,S,388577,0,+41.8919702,-087.6447149,40490.0
17,031,061000,17031061000,610,Census Tract 610,G5020,S,172815,0,+41.9492206,-087.6519703,41420.0
17,031,061100,17031061100,611,Census Tract 611,G5020,S,173037,0,+41.9491397,-087.6568035,41420.0
17,031,061200,17031061200,612,Census Tract 612,G5020,S,174670,0,+41.9490599,-087.6616427,40360.0
17,031,061300,17031061300,613,Census Tract 613,G5020,S,161420,0,+41.9451331,-087.6712142,41310.0
17,031,061400,17031061400,614,Census Tract 614,G5020,S,162905,0,+41.9452046,-087.6663893,40360.0
17,031,061500,17031061500,615,Census Tract 615,G5020,S,162913,0,+41.9452818,-087.6615447,40360.0
17,031,061600,17031061600,616,Census Tract 616,G5020,S,85152,0,+41.9462305,-087.6566405,41420.0
17,031,061700,17031061700,617,Census Tract 617,G5020,S,82432,0,+41.9463598,-087.6518785,41420.0
17,031,061800,17031061800,618,Census Tract 618,G5020,S,82842,0,+41.9464895,-087.6471132,41420.0
17,031,062000,17031062000,620,Census Tract 620,G5020,S,224978,0,+41.9425769,-087.6470786,41320.0
17,031,062100,17031062100,621,Census Tract 621,G5020,S,244805,0,+41.9426914,-087.6517704,41320.0
17,031,062200,17031062200,622,Census Tract 622,G5020,S,242322,0,+41.9425847,-087.6566440,41320.0
17,031,062300,17031062300,623,Census Tract 623,G5020,S,163311,0,+41.9416278,-087.6614432,40360.0
17,031,062400,17031062400,624,Census Tract 624,G5020,S,162936,0,+41.9415556,-087.6662882,40360.0
17,031,062500,17031062500,625,Census Tract 625,G5020,S,161003,0,+41.9414880,-087.6711073,41310.0
17,031,062800,17031062800,628,Census Tract 628,G5020,S,325609,0,+41.9361586,-087.6612648,41210.0
17,031,062900,17031062900,629,Census Tract 629,G5020,S,325739,0,+41.9362370,-087.6564113,41210.0
17,031,063000,17031063000,630,Census Tract 630,G5020,S,324350,0,+41.9363102,-087.6515617,41210.0
17,031,063100,17031063100,631,Census Tract 631,G5020,S,159625,0,+41.9382319,-087.6467799,41320.0
17,031,270100,17031270100,2701,Census Tract 2701,G5020,S,256672,0,+41.8859312,-087.6937404,41360.0
17,031,270900,17031270900,2709,Census Tract 2709,G5020,S,69229,0,+41.8820035,-087.6942559,41360.0
17,031,280300,17031280300,2803,Census Tract 2803,G5020,S,687502,0,+41.8852220,-087.6618904,40170.0
17,031,280400,17031280400,2804,Census Tract 2804,G5020,S,502204,0,+41.8860096,-087.6718845,40170.0
17,031,280500,17031280500,2805,Census Tract 2805,G5020,S,503237,0,+41.8858538,-087.6816613,41710.0
17,031,063400,17031063400,634,Census Tract 634,G5020,S,158837,0,+41.9346595,-087.6467302,41210.0
17,031,070300,17031070300,703,Census Tract 703,G5020,S,324403,0,+41.9290463,-087.6513102,40530.0
17,031,070400,17031070400,704,Census Tract 704,G5020,S,324369,0,+41.9289672,-087.6561563,40530.0
17,031,280600,17031280600,2806,Census Tract 2806,G5020,S,236391,0,+41.8853743,-087.6890473,41360.0
17,031,280700,17031280700,2807,Census Tract 2807,G5020,S,97703,0,+41.8820539,-087.6893291,41360.0
17,031,281100,17031281100,2811,Census Tract 2811,G5020,S,42024,0,+41.8821132,-087.6827624,41710.0
17,031,281400,17031281400,2814,Census Tract 2814,G5020,S,83605,0,+41.8821779,-087.6791140,41710.0
17,031,320100,17031320100,3201,Census Tract 3201,G5020,S,910356,0,+41.8850465,-087.6209322,41700.0
17,031,071000,17031071000,710,Census Tract 710,G5020,S,324638,0,+41.9217011,-087.6559114,41220.0
17,031,071100,17031071100,711,Census Tract 711,G5020,S,325459,0,+41.9217777,-087.6510614,41220.0
17,031,071200,17031071200,712,Census Tract 712,G5020,S,325200,0,+41.9218547,-087.6462106,41220.0
17,031,351300,17031351300,3513,Census Tract 3513,G5020,S,230643,0,+41.8274099,-087.6199636,40300.0
17,031,380200,17031380200,3802,Census Tract 3802,G5020,S,215128,0,+41.8205740,-087.6149861,40300.0
17,031,760900,17031760900,7609,Census Tract 7609,G5020,S,19688099,360284,+41.9794881,-087.9024050,40890.0
17,031,071700,17031071700,717,Census Tract 717,G5020,S,159947,0,+41.9128666,-087.6410718,40800.0
17,031,071800,17031071800,718,Census Tract 718,G5020,S,323368,0,+41.9145855,-087.6459660,40650.0
17,031,071900,17031071900,719,Census Tract 719,G5020,S,325178,0,+41.9145154,-087.6508111,40660.0
17,031,072000,17031072000,720,Census Tract 720,G5020,S,396447,0,+41.9149409,-087.6567159,40660.0
17,031,080100,17031080100,801,Census Tract 801,G5020,S,265778,0,+41.9075536,-087.6267898,40630.0
17,031,080200,17031080200,802,Census Tract 802,G5020,S,290630,0,+41.9075537,-087.6309494,40630.0
17,031,080300,17031080300,803,Census Tract 803,G5020,S,361504,0,+41.9074899,-087.6357988,40800.0
17,031,080400,17031080400,804,Census Tract 804,G5020,S,327327,0,+41.9074116,-087.6409022,40800.0
17,031,080500,17031080500,805,Census Tract 805,G5020,S,325993,0,+41.9073139,-087.6457535,40650.0
17,031,081500,17031081500,815,Census Tract 815,G5020,S,295437,0,+41.8925590,-087.6262300,40330.0
17,031,080600,17031080600,806,Census Tract 806,G5020,S,574055,83164,+41.9076927,-087.6536348,40650.0
17,031,080800,17031080800,808,Census Tract 808,G5020,S,214778,0,+41.9016719,-087.6399768,40710.0
17,031,080900,17031080900,809,Census Tract 809,G5020,S,133355,0,+41.9013968,-087.6358705,40630.0
17,031,081000,17031081000,810,Census Tract 810,G5020,S,298827,0,+41.9002655,-087.6321089,40630.0
17,031,081100,17031081100,811,Census Tract 811,G5020,S,102350,0,+41.9002065,-087.6291090,41450.0
17,031,081200,17031081200,812,Census Tract 812,G5020,S,390088,0,+41.9006969,-087.6251451,41450.0
17,031,081300,17031081300,813,Census Tract 813,G5020,S,202656,0,+41.8983354,-087.6207531,41450.0
17,031,010100,17031010100,101,Census Tract 101,G5020,S,388008,0,+42.0212693,-087.6699572,40900.0
17,031,081600,17031081600,816,Census Tract 816,G5020,S,132807,0,+41.8921063,-087.6288737,40330.0
17,031,081700,17031081700,817,Census Tract 817,G5020,S,371566,0,+41.8920668,-087.6318681,40330.0
17,031,081800,17031081800,818,Census Tract 818,G5020,S,746627,0,+41.8932554,-087.6377955,40710.0
17,031,081900,17031081900,819,Census Tract 819,G5020,S,137749,0,+41.8979832,-087.6414914,40710.0
17,031,010200,17031010200,102,Census Tract 102,G5020,S,856186,0,+42.0160252,-087.6773441,40900.0
17,031,010300,17031010300,103,Census Tract 103,G5020,S,472017,0,+42.0159407,-087.6665351,41190.0
17,031,010400,17031010400,104,Census Tract 104,G5020,S,548754,0,+42.0049104,-087.6591544,41300.0
17,031,010500,17031010500,105,Census Tract 105,G5020,S,576793,0,+42.0048189,-087.6634809,40100.0
17,031,010600,17031010600,106,Census Tract 106,G5020,S,494956,0,+42.0062784,-087.6676833,40100.0
17,031,110500,17031110500,1105,Census Tract 1105,G5020,S,1508161,0,+41.9739938,-087.7612390,41280.0
17,031,221200,17031221200,2212,Census Tract 2212,G5020,S,330423,0,+41.9210831,-087.7046500,40570.0
17,031,221300,17031221300,2213,Census Tract 2213,G5020,S,330019,0,+41.9211253,-087.6997547,40570.0
17,031,221400,17031221400,2214,Census Tract 2214,G5020,S,355116,0,+41.9208016,-087.6945327,40570.0
17,031,221500,17031221500,2215,Census Tract 2215,G5020,S,304903,0,+41.9216468,-087.6899513,40570.0
17,031,221600,17031221600,2216,Census Tract 2216,G5020,S,327911,0,+41.9212499,-087.6850967,40670.0
17,031,222200,17031222200,2222,Census Tract 2222,G5020,S,231073,0,+41.9159095,-087.6838262,40670.0
17,031,222300,17031222300,2223,Census Tract 2223,G5020,S,161373,0,+41.9157621,-087.6898082,40670.0
17,031,222400,17031222400,2224,Census Tract 2224,G5020,S,161678,0,+41.9157202,-087.6947002,40670.0
17,031,140100,17031140100,1401,Census Tract 1401,G5020,S,287980,0,+41.9710844,-087.7057941,41180.0
17,031,140200,17031140200,1402,Census Tract 1402,G5020,S,394453,0,+41.9706949,-087.7130043,41290.0
17,031,030100,17031030100,301,Census Tract 301,G5020,S,431486,0,+41.9941411,-087.6575212,40760.0
17,031,030200,17031030200,302,Census Tract 302,G5020,S,666199,0,+41.9944414,-087.6652300,40760.0
17,031,030500,17031030500,305,Census Tract 305,G5020,S,618134,0,+41.9872260,-087.6649359,40880.0
17,031,030600,17031030600,306,Census Tract 306,G5020,S,432878,0,+41.9865453,-087.6563109,41380.0
17,031,030700,17031030700,307,Census Tract 307,G5020,S,672246,0,+41.9799671,-087.6549601,40340.0
17,031,030800,17031030800,308,Census Tract 308,G5020,S,567414,0,+41.9799123,-087.6641880,40340.0
17,031,140700,17031140700,1407,Census Tract 1407,G5020,S,655422,0,+41.9647638,-087.7132538,41290.0
17,031,140800,17031140800,1408,Census Tract 1408,G5020,S,724394,0,+41.9644942,-087.7027751,40870.0
17,031,150100,17031150100,1501,Census Tract 1501,G5020,S,212855,0,+41.9569068,-087.7458962,41330.0
17,031,031100,17031031100,311,Census Tract 311,G5020,S,549966,0,+41.9726684,-087.6638662,41200.0
17,031,031200,17031031200,312,Census Tract 312,G5020,S,326474,0,+41.9727092,-087.6573410,41200.0
17,031,031500,17031031500,315,Census Tract 315,G5020,S,322151,0,+41.9654518,-087.6524076,40540.0
17,031,031600,17031031600,316,Census Tract 316,G5020,S,325382,0,+41.9653991,-087.6572162,40540.0
17,031,031700,17031031700,317,Census Tract 317,G5020,S,477478,0,+41.9654466,-087.6631954,40540.0
17,031,031800,17031031800,318,Census Tract 318,G5020,S,235150,0,+41.9670114,-087.6706209,40090.0
17,031,031900,17031031900,319,Census Tract 319,G5020,S,257670,0,+41.9633740,-087.6701841,41500.0
17,031,032100,17031032100,321,Census Tract 321,G5020,S,431028,0,+41.9581538,-087.6530179,40080.0
17,031,240300,17031240300,2403,Census Tract 2403,G5020,S,166590,0,+41.9123662,-087.6750713,40590.0
17,031,240400,17031240400,2404,Census Tract 2404,G5020,S,121113,0,+41.9131657,-087.6794677,40590.0
17,031,240500,17031240500,2405,Census Tract 2405,G5020,S,233372,0,+41.9119700,-087.6836365,40670.0
17,031,240600,17031240600,2406,Census Tract 2406,G5020,S,162940,0,+41.9121613,-087.6897092,40670.0
17,031,160100,17031160100,1601,Census Tract 1601,G5020,S,593560,0,+41.9646284,-087.7427951,41330.0
17,031,160200,17031160200,1602,Census Tract 1602,G5020,S,957668,0,+41.9587909,-087.7384021,41330.0
